"转让人","受让人","IPC分类号"
"南通蓝城机械科技有限公司","辽宁中科力勒检测技术服务有限公司","G06T7/00; G06T7/62; G06T5/90"
"南通辑兴紧固件科技有限公司","安徽中科智博科技发展有限公司","G06T5/90; G06T5/40; G06T5/50"
"南通博纳纺织品有限公司","陕西合之美动漫产业发展有限公司","G06T7/73; G06T3/00; D01G13/00"
"南通阿牛家居科技有限公司","华声在线股份有限公司","G06T7/00; G06T7/45; G06V10/54; G06V10/74"
"苏州大学","苏州快光科技有限公司","G06F3/01; B25J13/08; B25J15/00"
"重庆邮电大学; 陈雪; 宋鹏; 宋阳; 刘娟","重庆邮电大学","G06Q30/0201; G06N3/0464; G06N3/084"
"深圳万知达企业管理有限公司; 三峡大学","国网黑龙江省电力有限公司齐齐哈尔供电公司; 深圳万知达企业管理有限公司","G06F18/213; G06N3/0464; G06N3/08; G06Q50/06; H02J3/00"
"深圳粤讯通信科技有限公司; 林齐新","林齐新; 北京定阳科技有限公司","H04L41/0631; H04L9/40"
"东南大学溧阳研究院","东南大学溧阳研究院; 常州电博智慧能源有限公司","G06Q10/0639; G06Q50/06; H02J3/38"
"浙江纺织服装职业技术学院","浙江交通职业技术学院","G06F30/17; G06F30/27; G06N3/126; G06F111/04; G06F119/14"
"广东财州纸制品有限公司","广东喜洋洋纸业有限公司","G06Q10/08"
"建识科技(成都)有限公司","邓克凡","G06F30/13; G06F30/20; G06F16/55; G06F16/58; G06Q10/10; G06Q50/08"
"安徽职业技术学院","合肥中科立远科技有限公司","B25J11/00; B25J19/00"
"广东钜联信息科技有限公司","南京识骥信息技术有限公司","H04L9/32; H04L67/1042"
"郑州润声电子科技有限公司","深圳前海用友力合科技服务有限公司","H04L67/12; H04L69/04"
"普锐斯(北京)科技有限公司","普锐斯(北京)科技有限公司; 中国信息通信研究院","G06F17/18"
"邦邦汽车销售服务(北京)有限公司","人保金融服务有限公司","G06F16/58; G06F16/583; G06F16/51; G06F16/54; G06Q10/00; G06Q50/04"
"杭州电子科技大学; 杭州电子科技大学信息工程学院","杭州少搏数智科技有限公司","G06V20/40; G06V40/20; G06V10/44; G06V10/764; G06V10/82; G06N3/0464; G06N3/08"
"赵伟; 深圳泓越信息科技有限公司","深圳泓越信息科技有限公司; 厦门市中资源网络服务有限公司","H04L51/42; H04L9/40; G06F40/284"
"海门市创睿机械有限公司","东莞市粤兴有色金属有限公司","G06T7/00; G06V10/74; G06V10/28"
"江苏中科小达人智能科技有限公司","北京国科树人科技有限公司","G06F3/01; G06T17/00; G09B9/00"
"青岛大学; 阮龙","深圳恒远志达信息科技有限公司","G06F18/241; G01R35/00"
"广州腾粤信息科技有限公司","武汉聚诺科技有限公司","H04L9/40; H04L67/10; G06Q40/04"
"芽米科技(广州)有限公司; 重庆邮电大学","北京羽乐互通信息技术有限公司; 芽米科技(广州)有限公司","G06Q30/0201; G06F16/9537; G06Q30/0203; G06Q30/018; G06F18/25; G06F18/23213"
"徐洪记","佛山中盈盛达小额贷款有限公司","H04L67/1097; H04L67/60; H04L9/40; H04L9/32; H04L9/08; H04L9/06"
"李燕秋","耳码科技(广东)有限公司","G06V10/774; G06V10/44; G06V10/82; G06N3/0464; G06N3/098; G06F16/27"
"杭州复杂美科技有限公司; 卓密密","卓密密; 数字资产处置(霍尔果斯)有限公司","H04L9/40; G06Q40/04; H04L9/32; H04L67/10"
"杭州复杂美科技有限公司","湖南晟晨企业咨询管理有限公司","G06F16/23; G06F16/22; G06F16/27; G06Q40/04; G06Q20/38"
"河南湾流生物科技有限公司","山东博沂饲料科技有限公司","C07D249/06; A23K20/116"
"泰豪软件股份有限公司","上海迈能创豪能源科技有限公司; 泰豪软件股份有限公司","G06Q10/00"
"南通大学; 深圳市承泽信息科技有限公司","深圳市承泽信息科技有限公司; 东莞市金栩达塑胶制品有限公司","G06F1/16; G06F1/20"
"铜陵久装网络科技有限公司","于成龙","H04L67/1097; H04L67/568; H04L9/40"
"内蒙古农业大学","内蒙古圣牧高科牧业有限公司","G06V40/10; G06V20/40; G06T7/246; G06T7/277"
"北京瓦特曼智能科技有限公司","湖南瓦特曼机器人科技有限公司","G06T7/00; G06T7/30; G06T17/05; G06T3/4038; G06N3/08"
"华南理工大学; 广州华南理工大学资产经营有限公司","广州华南理工大学资产经营有限公司; 广州艾目易科技有限公司","G06T7/33; G06V10/77"
"深圳市中天地网络通讯技术有限公司","西藏腾虎技术发展有限公司","G06F3/04817; G06F3/04886; G06F9/451"
"度小满科技(北京)有限公司","北京度小满支付科技有限公司; 度小满科技(北京)有限公司","H04L67/56; H04L67/51"
"姜庆庆; 北京月新时代科技股份有限公司","北京锦城秋源科技有限公司; 姜庆庆","G06F16/25; G06F21/60"
"西安邮电大学; 深圳万知达科技有限公司","深圳万知达科技有限公司; 衡阳楚婕科技有限公司","H04L9/40; G06Q40/04; H04L9/32; H04L67/10; H04L67/104; H04L67/1097"
"广州公评科技有限公司","江苏通实信息服务有限公司","H04L67/02; H04L51/046; H04L67/145; G06F11/14"
"广州形银科技有限公司","深圳宸元网信科技有限公司","H04L43/08; H04L43/045; H04L9/40; H04L9/32; H04L67/06"
"安徽森江人力资源服务有限公司","谢高岿","G06Q10/105; G06Q10/1057; G06Q10/0639"
"田帅领; 李林骏","蚂蚁超能(北京)机器人科技有限公司; 田帅领","H04L9/40; H04L67/1097"
"何静","北京中诚力锘智慧城市科技发展有限公司","H04L41/142; H04L41/14; H04L41/16"
"哈尔滨工业大学","哈尔滨工业大学; 哈尔滨电机厂有限责任公司; 哈尔滨大电机研究所有限公司","G06F30/17; G06F30/27; G06N3/126; G06F111/04; G06F111/06; G06F111/10"
"天津市职业大学; 吴丹丹","吴丹丹; 天津睿果科技有限公司","H04L67/10; H04L67/1097; H04L9/40; H04L9/32; H04L9/14; G06F21/60"
"北京快联科技有限公司","北京智澜星河科技有限公司","G10L17/02; G10L17/04; G10L17/18"
"杭州迪英加科技有限公司; 中山大学附属第三医院","杭州迪英加科技有限公司","G06T7/00; G06T7/13; G06T5/00"
"南京硕茂电子科技有限公司","东方魂数字科技(北京)有限公司","H04L9/40"
"北京源启先进微电子有限公司","杭州缘及科技有限公司","G06F7/53"
"长沙赢睿知识产权运营有限公司; 恩平市帝赛斯音响器材厂","广东聚贤盛邦智能制造科技有限公司; 长沙赢睿知识产权运营有限公司","H04L67/025; H04L9/40; H04W12/06; H04J3/06"
"甘肃省公路交通建设集团有限公司","朱胜祥","G06F30/13; G06F30/20; G06F119/14"
"河南国兕农林科技有限公司","云阳县中苗林业有限责任公司","G06Q10/0639; G06Q50/02; A01G9/16"
"华东交通大学; 广州大鱼创福科技有限公司","广州大鱼创福科技有限公司; 湖北交投科技发展有限公司","G06N3/0464; G06N3/0442; G06N3/047; G06N3/048; G06F18/25"
"重庆紫光华山智安科技有限公司","重庆紫光华智电子科技有限公司","H04L67/1097; H04L67/1074; H04L67/141; H04L43/12"
"湖北工程学院","湖北海狸信息科技有限公司","G06Q30/0283; G06Q40/04; H04W4/12"
"四川大学华西医院","厦门影诺医疗科技有限公司","G06T7/11; G06N3/04; G06K9/62; G06T3/40; G06V10/774; G06V10/82; G06V10/80"
"中建五局第三建设有限公司","中建五局第三建设(深圳)有限公司","G06F30/13; G06F30/12"
"尹文广; 南京信息工程大学","北京浩宇天地测绘科技发展有限公司; 尹文广","G06Q10/04; G06Q50/26; G06T17/00; G01N33/00; G01J5/48; G01C21/20"
"重庆邮电大学; 深圳泓越信息科技有限公司","深圳泓越信息科技有限公司; 国网黑龙江省电力有限公司电力科学研究院; 国家电网有限公司","G06Q50/06; G06Q10/0631; H02J3/26"
"管远航","北京卓越起点教育科技有限公司","G06F16/9535; G06Q50/20"
"淮阴工学院","江苏清软智能科技有限公司","G06F16/35; G06F16/36; G06N5/022; G06F18/2415; G06N3/0442; G06N3/047; G06N3/0455; G06N3/084"
"Aptiv制造管理服务公司; APTIV技术有限公司","APTIV技术股份公司; Aptiv制造管理服务公司","H04H20/61"
"南京砺算科技有限公司","砺算科技(上海)有限公司","G06T1/40; G06N3/04; G06N3/08"
"江苏航运职业技术学院","合肥名龙电子科技有限公司","G06Q10/06; G06Q50/06; G01N1/14; G01N33/18"
"北京和利时智能技术有限公司; 和利时卡优倍科技有限公司","和利时卡优倍科技有限公司","H04L67/125; H04L69/22; G16Y40/10; G16Y40/20"
"北京福乐云数据科技有限公司","上海楚桦仪器科技有限公司","G06V40/10; G16H40/60"
"广州大师明信息服务有限公司","上海骋荣网络科技有限公司","H04L67/1097; H04L67/06; H04L9/40; H04L9/32; H04Q1/02"
"重庆邮电大学; 深圳泓越企业管理咨询有限公司","深圳泓越企业管理咨询有限公司; 中科润物科技(南京)有限公司","H04L45/655; H04W40/24"
"江苏风神空调集团股份有限公司","北京百车宝科技有限公司","F24F13/24; G06N3/08"
"贝塔通科技(北京)有限公司","贝壳找房(北京)科技有限公司","G06T19/00; G06T15/00"
"北京科技大学","北京凯来美气候科技有限公司","G06Q10/06; G06Q50/06; H02J3/46; H02J3/32; H02J3/38; H02J3/14; G06F30/20"
"海门王巢家具制造有限公司","朱瑞銮","G06V10/764; G06V10/74; G06T7/00; G06T7/11; G06T7/136; G06T7/269; G06T7/41"
"深圳清华大学研究院","深圳清华大学研究院; 清华大学","H04L27/20"
"南通悦福软件有限公司","广州市天誉创高电子科技有限公司","G06T5/70; G06V10/762"
"江苏科技大学","镇江叁一编程机器人有限公司","G06Q10/0631; G06Q50/06; G06F30/27; H02J3/00; H02J3/38; H02J3/48; G06F111/04; G06F113/04"
"江阴晟宇信息科技有限公司","江苏睿远信息科技有限公司","H04L67/12; H04L67/52; G06Q10/04; G06Q10/063; B60S5/02"
"九州银丰(北京)科技有限公司","贵州融丰信息技术有限公司","G06Q10/06; G06Q30/02; G06Q50/26; G06N3/08"
"江西农业大学","江西省吉新勘察规划工程咨询有限公司","G06V20/10; G06V10/22; G06V10/46; G06V10/54; G06V10/774; G06V10/82; G06K9/62; G06N3/04; G06N3/08"
"江西农业大学","江西省优博检测科技有限公司","G06V20/13; G06V10/764; G06V10/774; G06V10/82; G06K9/62; G06N3/04; G06N3/08"
"江苏鼎集智能科技股份有限公司","中关村科技租赁股份有限公司","G06F9/50"
"南京林业大学","深圳市尚合科技有限公司","G06V20/10; G06V10/26; G06V10/764; G06V10/82; G06N3/0464; G06N3/0475; G06N3/094"
"启东市鸿盛纺织有限公司","杭州丰越丝绸织造有限公司","G06T7/00; G06T5/70; G06T5/20; G06T7/41; G06T7/90"
"北京合思信息技术有限公司","北京合思汇智信息技术有限公司","G06F9/48; G06F9/455; G06F16/182; G06F16/17"
"普联技术有限公司","南京普联通信技术有限公司","H04L67/14; H04L67/55"
"内蒙古健康医疗大数据有限公司","山东浪潮智慧医疗科技有限公司","G06F16/35; G06F40/211; G16H10/60"
"深圳船奇科技有限公司","彼岸信息科技(深圳)有限公司","G06Q30/0201; G06Q30/0202"
"哈尔滨工程大学","哈尔滨工程大学船舶装备科技有限公司","G06V20/40; G06N3/0464; G06N3/08; G06V10/774; G06V10/82"
"南通杰元纺织品有限公司","湖南春风服饰有限公司","G06T7/00; G06T7/60; G06T7/62"
"南通海隆磁业有限公司","江苏中勤通信科技有限公司","G06T11/00; G06T5/73; G06T5/90; G06T7/13; G06T7/90"
"深圳哈深资产经营有限公司; 叶允明; 李旭涛; 哈尔滨工业大学(深圳)(哈尔滨工业大学深圳科技创新研究院)","深圳天像数据技术有限公司; 深圳哈深资产经营有限公司; 叶允明; 李旭涛","G06Q10/04; G06T7/11; G06N3/04; G06K9/62; G06V10/774; G06V10/82; G06V10/80"
"湖南大学","湖南培森电子科技有限公司","G06F30/27; G06N3/04; G06N3/08; G06F113/18; G06F119/14"
"北京与子成科技有限公司","济南奥能环保锅炉有限公司","G06T7/00; G06T7/13; G06T5/00"
"矩阵时光数字科技有限公司","中科天机安全(北京)网络技术有限公司","G06F11/36; G06F11/32; G06F11/30"
"西安电子科技大学","蓝象智联(杭州)科技有限公司","H04L9/40; H04L43/04; G06N3/04; G06N3/08"
"邵鹏","数字宁夏建设运营有限责任公司","B65G61/00; B25J15/00; B25J15/06"
"国信专达(杭州)科技有限公司","杭州数盟脉搏科技有限公司","G06F16/332; G06F16/335; G06F16/338; G06F40/109; G06F40/126; G06F40/194"
"宋武","国网黑龙江省电力有限公司电力科学研究院; 国家电网有限公司","G06F18/23; G06F18/214; G06F18/10; G06F17/16; G06F17/11"
"广州诚毅科技咨询有限公司; 平安普惠企业管理有限公司","中移物联网有限公司; 广州诚毅科技咨询有限公司","H04L9/40; H04L9/32; H04L67/10"
"安徽美之然木业有限公司","安徽康胜木业有限公司","B27B13/00; B27B13/04; B27B13/16; B27B29/02; B27B31/04; B27G19/06"
"北京市商汤科技开发有限公司","北京绝影智联科技有限公司","G10L15/10; G10L15/16"
"长江大学","华油石油科技(上海)有限公司","G06F30/13; G06T17/05; G06F111/04; G06F111/08"
"互联网域名系统北京市工程研究中心有限公司","上海网基科技有限公司","H04L9/40; H04L61/4511"
"北京喜禽药业有限公司","北京生泰尔科技股份有限公司","G06Q10/06; A23N17/00"
"中国农业大学","杭州卓光兔科技有限公司","A01D46/30; B25J9/16; H04L12/40; H04N7/18"
"重庆邮电大学","上海鼎为物联技术有限公司","H04W4/029; H04W4/33; H04W12/79; H04W16/22"
"中用科技有限公司","合肥金人科技有限公司","G06Q10/04; G06Q10/0631; G06Q10/067; G06Q50/06; G06F17/12; G06F30/27; G06N3/04; G06F113/04; G06F111/06; G06F111/10"
"江西理工大学","江苏金睛智控科技有限公司","G06T7/73"
"重庆邮电大学","武汉安辰鑫信息科技有限公司","H04W4/029; H04W4/33; H04W64/00"
"中新国际联合研究院","广州中思人工智能科技有限公司","G06T7/00; G06V10/74; G06V10/82; G06N3/0464"
"三峡大学; 深圳万知达企业管理有限公司","深圳万知达企业管理有限公司; 邯郸市德煜再生资源利用有限公司","G06V10/28; G06V10/20; G06V10/50; G06F17/10; G01N21/84"
"南通升祥盈纺织品有限公司","汕头市鼎泰丰实业有限公司","G06T7/00; G06T7/136; G06T7/187; G06V10/26; G06V10/50; G06V10/74; G06V10/764; G06V20/70"
"江苏通纺互联科技有限公司","林爱珊","H04N9/31; G06N3/0499; G06N3/084; G06T5/50"
"郑立志","杭州平治信息技术股份有限公司","G06F1/18; B01D46/12; B01D46/71"
"天津城建大学","天津壹鸣环境科技股份有限公司","B09C1/08; B09C1/10"
"深圳仁云互联网有限公司","安徽宇盛科技有限公司","G06F3/0486; G06F9/54"
"海门市苏洋机械制造有限公司","惠州市乐仕康运动用品有限公司","G01M1/16"
"谢磊","北京睿道网络科技有限公司","H04L9/40; G06F21/32; H04Q1/02"
"哈尔滨工程大学","江西捷讯企业管理有限公司","G06F30/27; G06F111/06; G06F119/02"
"江苏隧锦五金制造有限公司","上海沛圣科技有限公司","G01N23/2251; G06T7/13; G06T7/136; G06T7/62"
"安波福技术(2)有限责任公司; 安波福技术有限公司; 安波福制造管理服务有限责任公司","安波福制造管理服务有限责任公司; 安波福技术(2)有限责任公司; 安波福技术股份公司","H04L25/02; H04B7/0413"
"南通保利金纺织科技有限公司","金华市福元织带有限公司","D03D49/12; D03D49/18; G06V10/26; G06V20/52"
"任旭","嘉兴量创科技有限公司","H04L43/0817; H05K7/20"
"爱迪森(北京)生物科技有限公司","北京生泰尔科技股份有限公司","G06Q30/02; G06Q10/08; G06Q50/28; G06N3/04; G06N3/08"
"深圳市元芯信息科技有限公司","深圳市三科创电子科技有限公司","G06F16/13; G06Q50/18; G06F16/901"
"穗保(广州)科技有限公司","南京亿企网络科技有限公司","G06F16/9535; G06Q10/06"
"昆明理工大学","云南达远软件有限公司","G06F16/35; G06F40/216; G06F40/279; G06F40/30"
"国网宁夏电力有限公司信息通信公司","国网宁夏电力有限公司信息通信公司; 国网宁夏电力有限公司","H04L47/10; H04L47/125; H04L47/27; H04L47/50"
